open,high,low,close,volume,number_of_trades,vol_ma,rsi,atr,rsi_lag1,vol_ma_lag1,price_roc,target
8941.25,9074.26,8609.56,8645.0,10736.574962,77581,2022.5380377000001,53.76718685303904,98.58928571428532,86.81159086193767,1538.4390883,-0.7006662072134184,0
8645.0,8659.76,8513.38,8600.46,5604.692038,42209,2265.24339495,44.5831891558471,101.33928571428545,53.76718685303904,2022.5380377000001,-1.2339355827058474,0
8620.21,8621.98,8400.0,8462.73,5508.379831,48504,2557.04761065,36.324022732774665,119.35142857142831,44.03913347309571,2363.96844215,-1.6014259702388012,0
8463.72,8495.58,8005.0,8211.63,10617.243296,83421,2970.83788515,28.252994763646882,151.03642857142833,36.324022732774665,2557.04761065,-5.092767562732103,0
8210.06,8320.86,8166.64,8261.86,4257.083076,33355,3092.7251995,31.08253593667922,157.80928571428552,28.252994763646882,2970.83788515,-4.157202484391331,0
8332.77,8444.44,8332.77,8413.45,3712.64766,27251,2732.6946989000003,61.793774893052046,90.40214285714261,56.688963210702326,2827.2969178000003,1.2909602683290444,0
8505.36,8552.49,8486.01,8532.02,2120.023462,17268,1849.0655928,74.94790722957057,89.23857142857118,73.94591793470572,1828.4197594999998,1.5227182132424355,0
8548.55,8580.0,8526.86,8561.23,2505.526659,29414,1671.25031285,69.54487789406916,81.34928571428554,68.82432432432422,1625.3339677,-0.0741166116919878,0
8563.15,8565.25,8445.5,8476.28,1984.507617,20687,1711.4224077,65.8648310387986,79.91999999999982,69.54487789406916,1671.25031285,-0.9201636469900576,0
8478.96,8542.6,8445.53,8525.61,2458.811618,19427,1748.5968036,67.40289231504734,75.7049999999998,65.8648310387986,1711.4224077,-0.3173248370407111,0
8553.35,8626.0,8548.27,8577.26,2427.493089,23329,1619.45653795,66.51442602823829,72.87071428571406,67.75208096859646,1683.7142665,0.6058217535167554,0
8504.39,8538.33,8442.36,8481.59,1982.802336,21521,1482.73973555,35.20324281421841,68.21428571428558,43.00401829014823,1452.94495495,-0.9854074247023115,0
8580.7,8736.2,8576.0,8703.51,2555.777817,24415,1034.1942161000002,75.08921812479733,62.665000000000354,54.42323300045869,960.6052814500001,1.6022161363302034,1
8702.37,8753.01,8668.83,8717.38,1798.020167,18678,1085.2887394,80.92859323398004,64.52142857142891,75.08921812479733,1034.1942161000002,1.586365622723962,1
8717.82,8740.63,8684.05,8696.38,1375.87042,12599,1103.76754785,74.04761216048132,62.70642857142892,80.92859323398004,1085.2887394,1.3564102564102454,1
8723.0,8814.78,8720.42,8785.19,2057.415581,21056,1053.68650125,77.86437409609519,64.21714285714317,71.72392057989299,1021.53443945,1.02122952308894,1
8787.51,8788.85,8561.47,8661.96,3060.545111,31193,1159.2704351500001,62.71544750523109,73.76857142857183,77.86437409609519,1053.68650125,-0.6091760804585178,0
8660.26,8712.8,8645.78,8663.59,1626.216336,16191,1201.8592734,61.11061110611107,73.9607142857146,62.71544750523109,1159.2704351500001,-0.6701413889411256,0
